weibo_id,weibo_text,keyword,user_gender,user_location,user_following,user_follower,weibo_like,weibo_repost,weibo_comment,weibo_date
F91LUEm58,说实在的，微博上的这些女权婊真的很恶心人。更何况大部分还都是男的，为了哗众取宠，丧失底线，丧失自我。 菏泽·牡丹街区  显示地图 ,metoo,女,山东,342,181,2,1,10,22/06/2017 19:10
FaREowqnq,女权婊整天说陷阱，阴谋。心理学上这叫典型被迫害妄想症。『女性车厢就是温柔的陷阱』http://t.cn/Rok530z  ,女权,男,北京,1137,1040,1,0,1,04/07/2017 21:05
J2fhzarN4,貴國特色的現代化過程中，女性被強加了在傳統男權社會本無需承擔的義務，卻享受不到作為現代女性應有的自由權利，這才是滋生田園女權的禍根  ,"性骚扰,metoo",男,上海,2945,12050,18,5,3,16/05/2020 23:39
G6yvTbI6u,看到有人说三八妇女节，妇女这个词是将女性和婚姻绑在一起，这样不好，建议以后叫女人节，我真是一下子火气就上来了，妇女节的来历好好了解一下，妇女能顶半边天这话没听过？你以为你们这样不是在歧视已婚妇女？在你们眼里结婚的女人都是苦哈哈惨兮兮？作为女性，不管是已婚未婚有孩子没孩子，只要自己过的开心就是好的，女权运动不是这么搞得，你们特么的自己就将女性划等分了还谈什么女权。 ,女权,女,江苏,233,285,9,1,1,09/03/2018 11:45
IFf409vQz,我感到很悲哀，无论是微博，还是其他社交媒体，我都看到一些三观不正的言论，尤其是最具代表性的所谓的女权主义，真正的女权是男女平权，以及给予女性在生育等特殊时期的关怀，但是现在的很多舆论却宣扬极端女权，田园女权，我觉得很悲哀。还有很多女生的瞬间表露出对男性的厌恶，对自己地位和尊严的高傲姿态以及极度敏感。我觉得当代中国青年人需要正确价值观的引领，需要理性看待社会现象，不能做集体无意识之流，更不可居高自傲，厌世嫉人。 http://t.cn/z82SKdo 显示地图 ,,男,江苏,414,166,10,0,10,27/04/2020 12:03
I91jVhx9l,《当女人都不用怀孕以后，女权运动才真正开始》一文真是屁声响亮。人造子宫无法解放女性。女人并不是因为有子宫才受到压迫的，而是因为男权的建立掠夺女人的权利。即使有了廉价的人造子宫，女人的吃法仍然还有：家务劳动、育儿劳动、性掠夺、卵子买卖等。怎么说呢，洗衣机和洗碗机刚被发明出来的时候，也有人觉得它们是可以解放女性的伟大发明。 ,女权,女,北京,45,23,3,0,1,28/09/2019 14:14
J3uTUBDvZ,我看一本小说，古言。里面的男主到男配，或多或少都有自以为是的毛病，也或多或少都沾染了“厌女”的思想。但有那么一两个，即便自以为是，偏偏又让人觉得，其实已经挺真诚的了。我忍着吐槽，看着看着明白过来，这还真不是他们的错。比如男主，对女主产生感情，又鄙夷她卑微，甚至厌恨自己为什么会产生感情。纠结、矛盾、挣扎。下一次相处不自觉给女主难堪。他地位尊崇。他的施恩就是给人难堪。他自以为他给了别人就得欣喜接受就是给人难堪。他没想过别人会拒绝，一遭受拒绝就自尊心作祟重新变得高高在上，没想过女主会因为他的鄙夷人难堪。他没觉得丝毫不对劲，因为在他看来天经地义。他心里认为他本来就有资格鄙夷任何人。女主表弟，没办法说服家人娶她，只好骗他母亲说他从来没有那个想法。等到女主跟男主扯上关系，在别人眼里变得有利可图，他拿这个理由说服了家人。上门提亲自然是被拒。他这才意识到自己的可笑，意识到“她从来不是那个需要他施舍婚姻的女子”。我信他有几分真心，又想对他的自我感动冷笑，也怜他幼稚。女主想得通透，所以从来不感动。她有自尊，要求一份尊重。又因为身份不得不感到自卑。应了那句“心比天高，命比纸薄”。男权社会里，这“心高”也只是想要尊重。偏就犯了大忌。男主男配当然自有其魅力，否则我只会指着鼻子骂一通，不会说这么多。我再次感受到，安排什么故事情节，塑造什么样的人物，为什么塑造，都能反映出作者本人的态度，批判还是辩护。批判的又到底是什么。足够敏锐的读者都是能发现的。落笔之前，该要细细思量。 ,女权,女,上海,405,112,2,0,2,25/05/2020 05:15
GsVB1wSqF,【中国涌现反性骚扰浪潮】发端于美国的“我也是” （#MeToo）反性骚扰社会运动再度在中国如火如荼开展起来。http://t.cn/RegKeH9  原图 ,女权,男,海外,758,11335660,23,10,12,03/08/2018 14:57
FrPIQrVf3,女权主义不是要求女性权利高于男性，是要求平权啊……看好多人都以为女权主义是前者……【中华田园女权和女权癌另当别论……  ,女权,女,江苏,1691,2682,8,1,6,24/10/2017 11:26
HxlttvnZC,#妇女解放史[超话]#女权运动最早起源于资本主义社会，但是那些运动多数没有动摇过西方资本体系结构，多数女性还是受压迫。（西方女权分支很多，运动也很多，但真正能为妇女争取同工同酬的都没几个[允悲]）而真正将妇女解放看作成人类解放重要组成部分的是马克思。简单的说就是：妇女解放最终目的是人的解放。中国目前关于妇女解放的成就：我国的宪法以及有关选举、劳动、教育和婚姻家庭等一系列法律、法令中，都贯彻了男女平等的原则，并且特别注意保护妇女合法权益的问题。建国以来，妇女在政治、经济、文化、社会各方面和家庭生活中，地位发生了根本的变化。但是由于历史上造成的种种原因，男女两性的实际地位还存在着一定的差别，从法律上的平等到事实上的平等还需要经历一个很长的过程。实现妇女的彻底解放仍然是我国人民的一项重要任务。 ,女权,女,浙江,1648,1038671,15,4,5,04/06/2019 14:56
IFUWrrZ7w,#女权# #女权[超话]# #女权主义# #女权主义[超话]# #性别歧视# #拒绝性别歧视# 最近又想了想，什么叫“田园女权”。归根结底啊，还是男人们怕女人们和他们平权了，所以告诉世人女人们权利已经够大了，再要权利就是贪婪。可真的是这样吗？我所听说过的所有有关性侵的案例，都有很多人指责女孩的问题，说因为她穿的太暴露，或者走夜路，可是去谴责男孩的人，却寥寥无几。人们在说着“你多穿点不就行了吗”“你不走夜路不就行了吗”时，却从未想过，一切的错误应该是男孩的。请问各位谴责女孩的人，假如现在是三伏天，外面气温35+℃，你愿意穿着长袖长裤上街吗？你为了工作加班到很晚，为了不走夜路，睡在公司的地板上吗？你不会这么做的，所以那些受伤的女孩子也是没有错的。而人们去谴责女孩，是因为他们潜意识里就认为，女孩子们应该保守，不该太开放。我从未见过任何人谴责男孩穿的太少，或者谴责他们走夜路。是的，也许大部分女性生理上确实不如男性强壮，但这不是我们应该保守的理由！我喜欢这件衣服，所以我要穿它；我今天工作到八点，所以我得走夜路回家。在性侵的案例里，没有女孩是有错的，反而是真正犯错的男孩，却很少有人去谴责他们。再看职场上。女孩子不能穿暴露的衣服，因为你穿成那样就是要去“勾引人”。你在职场上顺风顺水，就是因为你长得漂亮，你去勾引别人了！可事实呢？很多穿的暴露的女孩，也许就是喜欢那件衣服。我顺风顺水，就是因为我优秀，我有能力成为高级职员。可在人们眼里，她们就是去勾引别人才穿成这样的。因为在这些人眼里，女孩子漂亮就是给男人看的。女孩就应该负责“貌美如花”，而不是“赚钱养家”。这些事情在中国笔笔皆是，而很多男人却说女性权利够大的。EXM？您管这叫“平权”？那您这“平权”可真够“平”的。建议各位去看看BV1sJ411s7jC这个视频。中国女性地位仅排世界第103位，而被诟病的印度，也不过是108位。所以这就是“平权”？如此不公平的待遇就是“平权”？如果真的没有我们这些“田园女权”在试图为得到不公平待遇的女性发声，请问之后女性们还要再遭受什么？中国，离平权还早着呢。如果男人们害怕女人们和你们权利一样大，那么你们不妨干脆杀了所有女人罢了，这样就不会有人和你们权利相同了。此外我还要说一下被“自愿”的代孕。曾经网上有一个调查，第一个问题是“你们愿不愿意有人为你们代孕”，结果有98%的人选了“愿意”；第二个问题是“你们愿不愿意为别人代孕”，结果有99%的人选了“不愿意”。所以我请你们想一想，你们都不愿意做的事，为什么偏偏别人就“自愿”呢？她是真的“自愿”吗？如果不想经历生育的痛苦，那么你们可以不要孩子，毕竟没人逼你们生孩子，法律也没有要求结婚的女性必须生育。女孩们，你们可以自己选择不生育的，你们有生育自由权！如果被逼迫生孩子，那么这可以算作一种侵权了，实在不行打官司也是OK哒！如果看不惯你们男朋友或者丈夫的父母，你们可以分手或者离婚，毕竟法律没有规定女性必须结婚（顺便一提我是个不婚主义者外加轻微同性恋倾向）。如果逼婚，其实也可以算作侵权了，实在不行方法和上面一样，打官司！请记住，法律永远可以用来保护你们，不要害怕发声，不要沉默！只有女孩子们自己自强了，人们才会真正正视女权，正视平权！这里我推荐一下一首叫做《我告诉你女孩子一生都要害怕些什么》的歌【BV1dJ411j7wN】，讲述的就是女性所遭受的种种不公平待遇，以及呼吁女性发声。请各位遭到不公平对待的女孩子一定不要害怕，你们生下来不该被伤害，你们也可以做自己想做的事，活得潇洒！中国社会还远未男女平权，我们一定要发声，而不是沉默！毕竟，我们除了身体内部有些器官不太一样，其他地方都是一样的！“我们可以教女孩子保护好自己，警惕陌生人，但绝不能让她们害怕穿碎花裙子。”心情比较激动，可能有错字或者语句不通。希望看到的人不要无脑喷，如果有错误，还请为我指出，我会改进我的思想的。谢谢你愿意看我的文章。 ,"厌女,女权",女,天津,272,196,3,0,10,01/05/2020 22:40
IqnwqapT3,结婚率这么高，田园女权背了大锅了，屌子们觉得都是田园女权害的他找不到对象，但其实，别看女权百万粉丝，但其实能结的都结了所以啊男权们，如果你这个时候还找不到对象，就说明你是剩下的6000万了，实在没办法给你分配了还是该吃吃该喝喝，等着安度晚年吧，等娶个女人给你做饭的话，说不定点外卖的钱都花光了养老钱都花光了，女人都没娶到呢 ,厌女,女,其他,1044,3372,19,4,13,20/01/2020 18:01
IkA8Q2IVr,社会对女性是有不公平，但也不意味所有男生都是没脑子的大男子主义 。每次看性侵案下面都有人评论“我花了二十年时间教我的女儿保护自己，你却没有花一分钟教会你的儿子不要伤害别人”，并不是所有男生都是没有教养，因为其中极个别种猪就辱骂整个男性群体还是有失偏颇，我身边很多男生就是很优秀的男生。我虽然骂人，但也只是针对个别现象，有田园女权趁机拿性别打压整个群体，我也会奋起直骂互联网小卫士不请自来！ ,女权,男,其他,1298,498,2,0,1,13/12/2019 15:06
Iw1L3pSt7,刚刚去一个博主评论下逛了一圈，醍醐灌顶，猛拍大腿！真的没人骂男小三！一边喊着她绿了她前男友，前男友又死了，她又不闻不问，该死！那么，那个插足她俩的男小三呢？嗯？他貌似被保护得好好的，连姓名都没有呢。前男友都死了，是一条命没了，那男小三都没被扒出来，阿沁这还活得好好的呢，半藏被骂上几次热搜了？无语，还大义凛然：我是打小三，小三该死，“不是说她绿了她前男友吗，那男小三呢”“不是你难道不知道她是刘阳阿沁的第三者”“。。。我问，这件事里的男小三呢，不打么”“你逻辑混乱，我打小三去了”得，男小三不属于小三，逻辑挺好哈，倒不如把道德旗号改成“打女小三”，厌女就厌女，装什么三观正道德感强，真恶心。 ,女权,女,其他,80,52,1,0,2,26/02/2020 21:38
HfZjgvABZ,图里的http://t.cn/EcNBQjg 这位田园女拳/伪女权妖言惑众，难道世界上没有男性光靠女性人类还能繁衍后代？简直是荒谬！另外，人类社会从男女不平等到平等是文明的进步，这位#女拳# 竟想让人类文明倒退回原始社会时期的母系社会，这是想做人类文明的千古罪人吗？ps：现在中国社会根本没有图二里YY的那么男女不平等，自己开公司创业成功的女强人还是有的。#中华田园女权# [组图共3张] 原图 ,女权,男,辽宁,99,564,3,2,14,10/02/2019 11:15
J2ioIjdyr,通过papi一事 本人已彻底站上田园女权的对立面 所以任何拥护极端女权的人 咱们可以互相取观了  以前只觉得这帮人极端了点 但是主要目的还是为女性发声的 但是最近越来越离谱 不光挑拨男女对立 直接挑拨未婚女性和已婚女性对立  为了发表自己的观点 疯起来自己亲妈都骂 奚落嘲讽自己的同性 这种人配争取权利吗 连人都不配做！一个个自以为是 高高在上 好像信了女权自己就多么高尚 高人一等领头的每天无限蹭热度 还说资本限制她们 真太拿自己当回事了无论你多么优秀 只要选择结婚 你就是一头婚驴 这种言论如果被认同 被追捧 迟早要发展成一股邪教势力！在她们中间 看不到一点公正客观 全部是围绕她们信奉得不婚不育 展开的对于别人的攻击和嘲讽 做女人确实难啊 女性不光要面对男权的霸权 还要面对同性的诟病 嘲笑 甚至侮辱 极端女权挑起这场战争 真的是为了女性考虑吗？女权 这个词已经被这帮人玩弄了  ,女权,女,北京,1087,524,9,0,3,17/05/2020 07:35
HwX39mI7U,反女权人士总是揪着一些挂人言论来抹黑女权，而明显先挑事的都是他们自己。只能他挂人，别人不能挂他，双标玩的溜。我是不相信国外的什么he for she了，就这么互相撕吧，愤怒到想男人死绝的，害怕到不婚不育的，甚至天真的还想找个好男人的女人，迟早所有女人都会戴上田园女权这个帽子，坐等队伍壮大吧。 ,女权,女,江苏,67,8,0,0,1,02/06/2019 00:45
J2aOx4Bnu,如果真女权是争取自己有卖身的权力那古代头插稻草卖身葬父的女性就实现了女权了还用得着田园女权又普及又抢夺又争取的？还用得着学院派又研究又定义又总结的？大家都头插稻草出门卖身去得了呗  ,性骚扰,女,北京,76,2427,42,4,4,16/05/2020 12:17
J2swRv2mC,<username> 有病？还发图片过来恶心人？你的tag “女犬”可并未包含着把女权和极端女权区别开的意思，现在被骂了开始给自己找台阶下了？而别人的“某些男人进化在畜生道”确实没有把所有男性打成一派，看到“某些”了嘛？自行对号入座就行了和你不一样自己还能顶着个什么诗词理论超话主持人？您配吗 就是你这样犬犬的叫？是我的错没有及时拉黑你，还让你发图片来恶心我💩一早上起开眼睛就脏了 [组图共3张] 原图 ,女权,女,广东,1093,453,0,0,19,18/05/2020 09:22
IEXYFqNMn,#周扬青再发声#婚姻制度正在走向瓦解人类社会早期是母系社会，母亲是部落的核心；进入父系社会以后，父亲成为家族的核心，婚姻制度应运而生。婚姻制度本身是男人与男人之间的契约，这是告诫其他男人，某个女人或某几个女人已经属于我了，你们其他人不能再碰。女人，在婚姻制度里是男人的私有财产，是从属、依附于男性的。这是因为在农耕社会里，男性在农业生产、保家卫国的过程中，起着决定性的作用。离开男性的女性，是很难独立生存下来的。工业革命开始后，男性的体力对工农业生产的作用越来越低，女性走出家庭开始工作，其创造的财富并不会比男性少。进入现代，绝大多数行业里，男性都不再具有性别优势，工作拼的是智力、能力而不是体力。女性不会仅仅因为性别就比男性干的差，优秀的女性创造的财富甩普通男性几条街。伴随着女性经济地位的提高，女性的政治地位和社会地位也越来越高，男女平等、女权主义等运动、思潮在全世界流行开来。这就对传统的婚姻制度、婚姻观念产生了重大冲击！传统的婚姻制度、观念里都是男主外、女主内，换句话说就是男人负责挣钱养家，女人负责貌美如花。但现实情况是绝大多数男人都是普通人，如果老婆在家做家庭主妇，日子肯定过得很难，老婆就不得不出去工作。老婆一面要工作，挣的钱又并不比男人少；另一面又要操持家务和生儿育女。婚姻对很多女人来说，似乎已经带来不了什么价值和意义。对男人来说，思想还是停留在“老婆要对自己言听计从、是自己的私有财产”等老观念里，但现实是老婆收入与自己旗鼓相当乃至比自己高，已经不再对自己言听计从，理想与现实的碰撞，就必然导致男性对婚姻的失望。婚姻已从传统的女性对男性的依附制转变为男女合作制度，但合作制就必定会产生不同意见，解体就将成为常态。或许有一天，婚姻将成为极少数人的选择，大多数男性通过给予女方一定的报酬生育子女，部分女性将专职生育子女作为自己的工作。 ,厌女,男,江西,2386,50417,14,5,10,25/04/2020 16:33
J2xGyjaF5,田园女权和田园男权的本质都是不劳而获，想占尽好处，损人利己。但真正的女性主义，女性觉醒，本质是争取诸如就业平等、生育平等、性平等一系列现代社会该有的权利。清朝第一个拒绝裹脚的女性有压力，民国第一个主动离婚的女人有压力，现在拒绝将女博士妖魔化，反对职场鄙视，反抗女生过了25岁贬值论的女性有压力，反抗被性侵者有罪论和荡妇羞辱的女性有压力，反对婚后冠夫姓的女性有压力。但这一步一步最终会推动文明和平等。至于一切田园，无论男女，都应该送ta个大写的滚 ,"米兔运动,女权",女,海外,181,9052,3,2,7,18/05/2020 22:30
IDS0zE96c,我不打码了，这位要是冲过来带粉骂我我就对线。自己是个女的，厌女仇女到骨子里，满脑子都是雌竟，说什么女生事儿多女生宫斗，长点脑子就去看看职场上男人怎么耍心眼尔虞我诈的，再看看女生那点小摩擦算个屁啊，女生是下药了啊还是砍人了啊，自己什么境界就只能看到什么层次的东西，如果你和某个女生闹了矛盾就解决，别把火力开到全体女生身上，别人凭什么接锅？还有，一个女的在主页给原谅宝这种类型的东西站台，什么老实人什么绿帽，我看你把自己的臭逼缝起来得了，别哪天自己的脸出现在上面，让你未来的亲亲老公验验货哈。胯下无屌，脑中有屌。p3这张图送给你，拿走不谢！ [组图共3张] 原图 ,女权,男,其他,508,1978,44,5,23,18/04/2020 11:31
J2yYjDeP5,神他妈受抚慰谈女权，有人告诉过你们女权又称性别平权主义吗，你们受抚慰女权就是靠把男性意淫成女性，才敢介入代演是吗，好下贱啊，不要妨碍女权运动发展也不要污名女权了。  ,女权,女,北京,96,611,7,1,5,19/05/2020 01:47
H5lRAhgaX,伪女权婊和赚黑心钱的营销号论调太可笑了 攻击胡歌'真相“的说法是受害人人品抹黑论，然后搁马蓉这儿就成马金莲了 蹭反家暴热度，此时咋不见你等跳出来给马蓉摇旗呐喊呢 之前咋一水儿踩马蓉呢 马蓉不是女人吗 不是弱势的女人吗 咋不见你等正义的影子 你等若说马蓉是人品有问题，不是跟你等攻击胡歌的言论自相矛盾吗！  反家暴吗 得了吧 拽着胡歌的热度赚黑心钱很欢吧 比白莲花都不如的碧莲！ ,女权,女,云南,152,251,24,0,2,02/12/2018 12:27
GigYv0Tri,【被揭性骚扰8名女性 好莱坞明星摩根·弗里曼道歉】性骚扰“#MeToo”风暴在全球持续发酵，曾获得奥斯卡金像奖与金球奖的美国好莱坞著名影星摩根·弗里曼亦卷入性骚扰丑闻。美国有线新闻网络（CNN）当地24日报道，有8名曾与摩根·弗里曼共事的女性指控，曾遭受不同程度性骚扰。摩根·弗里曼随后在报道刊登后，透过发言人道歉。http://t.cn/R1Z7rcH 原图 ,女权,男,香港,1873,5363692,14,10,15,25/05/2018 13:10
J1BVOEPw6,为什么说微博女权是伪女权，因为她们的论点只讲权利不讲义务，只想获得好处不想付出。她们看到国外女性有的，她们就立马用来炮轰中国男性。殊不知权利都是履行义务得来的，没付出哪来收获，除了挑拨男女矛盾，实在看不出微博女权有什么用处。一个结婚生子的人反婚反育，简直可笑，女权在你眼中也不过是生意吧。<username> [组图共2张] 原图 ,女权,男,湖南,142,325,0,0,1,12/05/2020 19:28
J5YVi60ET,男的勿扰谢谢  我女权  大大的田园女权  ,女权,女,其他,241,4178,1,0,5,10/06/2020 13:21
J6BkSjzeb,想当年我退出死宅社群转向女性社群就是因为那种无处不在的厌女情节和物化女人、性化女人的风气实在无法忍受，结果呢？没想到吧！女的比男的更厌女！  原图 ,女权,男,其他,277,69,0,0,1,14/06/2020 15:09
J6cxkrZHw,我的心路历程：开心网上冲浪→刷到恶臭新闻→点进评论围观→发现女👊🏻biss等言论→围观别人讽刺田园女拳→围观了几位“臭名昭著”的微博女权博主→我日她们说的好对啊→搜搜黑料→好像也没什么继续围观→可能她们说话太难听了让我看看几位有文化的平权大V吧→说的不错长知识了→怎么总是迷惑发言？→气死我了取关了→还是关注极端女权吧看着真解压→拳师来了我重拳出击→平👊🏻biss ,女权,男,其他,92,1021,165,23,8,12/06/2020 00:01
J680AhI33,原来在你们田园女权主义者里喜欢男的就是厌女啊，这就像腐女口中的同性恋才是真爱异性恋是为了繁殖一样可笑。几张数据都不知真假的图片还被你们当成研究资料了你们口口声声说着女性要有选择的权利，然后又认为女性选择喜欢男性是一种厌女行为。一直在搞性别对立的人是你们，阻碍性别平等的人也是你们，就是因为你们这种人的存在，女权才会变得污名化。张嘴闭嘴就说别人无知，你们真是可怜，究竟无知的是谁啊？ ,女权,女,北京,60,1,0,0,1,11/06/2020 12:29
FpjeG4tjP,现在骂女权已经是x国的政治正确了吗？人人都是女权鉴定师？生怕有人说自己是女权？揣着一个虚无的“真正的女权”模子骂这些女权们是“田园女权”，“极端女权”，说她们不是真正的女权！只想说你凭什么依据啊？你有认真了解过她们的言论和行为吗？捉着一个点就开骂，好歹要举证的吧？飞行员的行业标准和入选的男女成绩呢？凭什么说女性不如男性？不过追求平权，追求男女平等就是这样的吧，和追求人权一样啊，关在圈里的猪想跑出去只是撞撞栅栏就可以了吗？ 哼哼两句不用有任何用处。追求女性的权利，就是要把因你退后而让给男性的权利抢回来，这关系切身利益的事情是要暴力解决的。不管是让给兄弟的继承权或者读书的权利，追求同工同酬的平等，家庭劳务价值的承认，自由离婚的权力，女婴不被杀害的权利等等等等，都是会让南拳有切肤之痛的。如果女权的一切行为南拳都不闻不问，那肯定是女权走错路了。 ,女权,女,其他,540,157,0,1,12,07/10/2017 21:03
Igl9OB96t,回前面一个关于孩子冠姓权的评论：1、其实孩子随谁姓都没问题，随不随父母也都没问题；2、孩子随父亲这是社会认知；3、人是群居动物，社会性是人的本性，对于很多人来说跟大众意识对抗，会增加各种不必要的阻力，所以大部分人会选择跟随社会认知；4、如果不是不是脑残，上述文字应该都能看懂，如果想让孩子随母姓，就去想办法改变这种情况，而不是在网上大搞男女对立疯狂踩男性，这些行为除了被人骂”田园女权“之外起不到任何作用，因为并不是偏执狂才能成功，而是成功的偏执狂才有被讨论的意义。最后我还是要表明一下我的立场，我支持男女都有冠姓权，孩子想姓什么姓什么，随老婆姓或者自己想改名改姓都可以，以上。 原图 ,女权,男,湖北,348,119625,8,2,13,15/11/2019 17:36
J49hjhxHa,对于樱哥和岸本，我真是一起骂的，我做不来yy一个理想中樱哥的形象再去歌颂惋惜的事，因为她从头到尾ab都刻画了人性的自私和自以为是，这并不是说春野樱就无时无刻不在自私，也不是说她就真的一无是处，因为有的时候人能为了大义舍生取义，有的时候人却反而在很小的事情面前退缩，这是人性，所以樱哥这些特别极品的地方让我觉得很反感，而画出来这些还带有恶意嘲弄又太过坦然的岸本，我觉得他也是十分不可理喻，樱哥好歹是个纸片，我又不厌女，顶多骂骂扭曲的樱粉，但是ab让我着实是真的有很多问号，商业到没有了下限，用浪费人气比来骂角色就是岸本🙉，我们骂樱哥是一回事，ab嘲她是另外一回事，没什么比亲爹玩弄+嘲笑更惨了的 ,女权,女,湖北,330,112,5,0,5,29/05/2020 12:03
J3PF5hysy,刚刚逛了一个男犬超话，逛一些粉丝量较多的男犬主页，拉黑里面的屌子，发现一个挺有意思的现象。有个屌子晒自己的车，然后底下很多屌丝就说“条件这么好，还来反女权，都是被女权逼的”（自己默认反女权的大部分都又丑又穷）南拳不是最讨厌拜金女吗？为什么每每各种举例的时候都是说男人有钱、女人看不上不找男人是女人脑子想不开呢？其根本原因是：我国屌丝绝大多数确实是除了（吃社会、家庭福利）有钱，一无是处。（当然也有很多是钱也没有的）所以他们不管多讨厌拜金女，首先抛出来的诱饵，却一定是有钱。他们用这个诱饵钓到女人，然后在广泛的舆论中大力推崇不计较的什么爱情，在分手或者把玩物弃之不用的时候，又会索回财物，白嫖拜金女。并且用法律剥夺女性看条件择偶的一些正当权利，让更多被家庭社会剥削的女性又拜金，又怕自己目的太明显，被法律剥夺人的权利、又被男人白嫖。说实话，很多拜金女确实也是挺惨的，不过呢，有一部分极小的好处是：如果有部分女人脑子清楚，就会发现男人不仅一无是处，他的有钱其实也只是个摆设，和你毫无关系。那么很多女人大概就能脑子清楚，不会再浪费时间在男人身上、专注发展自己了吧。 ,女权,女,其他,1044,3373,26,5,2,27/05/2020 10:06
GB4VqaEJh,【MeToo首位被定罪名人 天才老爹被判3至10年徒刑】美国掀起“我也是”(#MeToo)关键字反性骚、反性侵社会运动之后，1980年代在美国电视圈称霸一时、如今高龄81岁的资深影星“天才老爹”比尔寇斯比(Bill Cosby)，由于下药性侵女性友人被定罪，法官欧尼尔(Steven O'Neill)25日裁定，比尔寇斯比必须在州立监狱服刑“至少3年，但不超过10年”，当庭收押。这位男星戴上手铐被法警带着步出法庭的画面，各大新闻媒体纷纷以突发新闻同步转播。另外，比尔寇斯比还被法官判处罚款2万5000美元，由于他是遭定罪的性犯罪份子，依法也必须承担这起官司的法庭费用。http://t.cn/EPXndYQ 原图 ,"厌女,女权",男,海外,301,1019943,201,419,14,26/09/2018 05:25
FhAjsbGhn,#春风十里# 蹭个话题，已经做好被各种微博专属中华田园女权婊张嘴喷直男的准备了刚会员更新的几集简直看不下去了，里面除了辛夷就没个明白人，萧红能把自己作上天去，一点数都没有咋咋唬唬不在乎别人无理取闹，人家好了七年了坚持不懈挖墙脚也真是辛苦了您呐，也就在女权婊们眼里能是所谓敢爱敢恨了吧，秋水更是渣男到家，吃着碗里看着锅里，而且事情干的真是不漂亮，啥时候该干啥事不知道嘛，弹幕各种说赵英男心机婊，相处不来点小套路咋咋唬唬那得是初中生都比这高级吧，来自深夜头一次不用画图的画图🐶的吐槽。 http://t.cn/z8Aa6vO 显示地图 ,女权,男,陕西,539,303,0,0,7,18/08/2017 01:49
H4X9jgSXP,#林更新 我怎么了##蒋劲夫好友反驳验伤报告# 我们只是寻求一个真相他家暴了我的意思是他打人的确不对，但是女方的说辞根本就疑点重重啊他家暴了他们只是在惋惜这个行前阳光努力的大男孩啊他家暴了不管怎么解释，喷子和女权婊（我说的是女权婊不是女权）就卡着那一个点，他家暴了，他打女人了，他不是好东西，你们是水军，粉丝别在这里洗了，然后上升到天朝男人都一个德行，男人都不是好东西 原图 ,女权,女,山东,1022,217,48,0,15,29/11/2018 21:32
IwKFpsz7H,不要种族歧视 不要男权主义 不要物化女性。女性不是你口中的物品是你说属于谁就属于谁的。需要的不是你口嗨两句保护女性 如果你能真正做到维护中国女性的利益 就请在日常就给予她们尊重 而不是打倒田园女权 天天重拳出击 开着一些不合时宜不合礼仪的玩笑。我说这些并没有扫射到所有中国男性都是不尊重人的疯子。谁有没有素质有没有诚意是不是真正的尊重女性这不需要我来说大家都看得出来话说回来 我才是最爱我自己的 我保护得好自己 还轮不到你 我有判断人的能力有分得清事实的眼睛。 我只属于我自己不属于任何人 ,女权,女,海外,626,500,29,3,11,02/03/2020 15:58
J5njqBHhl,心平气和的和对方讨论半天，最后对方的落脚点还是:害你们国男真不行，那就没有聊下去的必要了，你和田园女权也没有什么分别。  ,女权,男,其他,489,38,0,0,3,06/06/2020 13:37
GyPUXqNPN,其实男性们要理解一下林阿姨。一个女人，一个长得不咋地的女人，一个长得不咋地又被十几个男人抛弃的女人，在绝经之时是会这样的。试问，一个男人被十几个女人抛弃，在这个年纪难道不会一身戾气？毕竟我这种三观比较正的女性在每个月都有几天看男人都觉得是渣男，看女人都觉得是捞女啊。<username>  <username>  <username> http://t.cn/RUltARg 显示地图 ,女权,女,海外,1265,11424,4,2,2,11/09/2018 11:32
IFGs2FrbU,那些成天说这个作者那个作者写代孕就是支持代孕，为什么说作者写代孕就是支持代孕呢？难道写qj还真的支持qj啊？有病吧，眼界这么狭隘头脑如此简单，不如再从小学学起？再这样下去只会让人越来越狭隘、越变越蠢，当然如果他愿意自己越来越蠢我就不管了，我要的是从作品里知道这个世界上会发生的所有事情。还有那些现在还在骂非天夜翔写代孕的，麻烦你们睁大眼睛看看这是发生在国外！一个代孕合法的外国！与其在这骂他，不如有本事去让代孕合法的国家修改他们的法律，做不到就闭嘴，我看现在有些田园女权根本不是女权，完全是为自己牟利，完全就是个自私自利的人。 更何况人家还在书里写了性侵女儿的父亲最终被绳之以法，家暴妻子的衣冠禽兽最终琅珰入狱，披露女网红上位的不易和艰辛，还为Les发过声，相比于你们这群只会在微博骂来骂去还一叶障目的女挙患者真的好了不知多少，居然还有脸来骂，无语子 [组图共9张] 原图 ,女权,女,湖南,274,155,16,0,7,30/04/2020 09:47
I5zjoCNLg,#具惠善曝安宰贤有外遇# 观具惠善离婚事件有感，微博上伪女权者太多了。性别互换评论过万系列。感觉难过并不是造谣和伤害对方的理由，爱过放不下也不是理由好吗……真诚互相爱过的人走到分开那一步一定是双方的问题，可能有人问题大有人问题小。但爱没那么了不起，因为爱，心痛就可以整死对方了？呵呵说什么自己能体会具的心情的人，如果是对方像具那样对你，希望你也理解他哦不接受讨论，别在评论里跟我扯谢谢 ,女权,女,北京,300,136,6,0,1,05/09/2019 21:25
