index,weibo_id,comment_text,gender,location,like,date,label,category,target
3468,J4E37zYno,对的，就因为多了你一个不结婚的人，世界就开始停止转动呢,男,其他,0,01/06/2020 23:34,0,,
3469,J5ZnGkW3O,"我看到了，看出了重点就是她不是高精尖的专业人才,人家的逻辑是你们要钱的就是卖，就是把女人当工具，我自愿免费所以我不是工具，牛逼吧",女,香港,0,11/06/2020 09:36,0,,
3470,Fs94FpYdc,就算是完全反对父权的激进派女权，核心思想也非反对婚姻制度。你对女权和婚姻的理解都这么肤浅，却好意思在这里质疑人家官博？多读点书再来好吗？,女,上海,0,27/10/2017 11:59,0,,
3471,HBETl2Apl,在她眼里婚姻就是纯的利益交换，一点点感情都没有，所以只看年龄差、外貌、家世，意思是他们之间的喜欢什么都不算，不可以靠感情基础结婚。而且她根本就看不起女性，不然为什么永远都是女性担心男性出轨、自己被甩的论调？意思是女性只有被抛弃的份，不可能主动结束一段关系？她一开口就显露自己的浅薄,男,其他,2,10/07/2019 08:47,0,,
3472,IxpfTCMAo,反婚只是木大妈的煽动拉拢女粉的幌子罢了，人家真正的目的是自己也想蓄女奴，她微博里可是多次提到非常羡慕男人可以吃女人，对大鼎的艳羡之情隔着倾慕都快溢出来了，做戏嘛，一半对一半错的最容易迷惑人了。,女,上海,3,10/03/2020 06:34,0,,
3473,IxpfTCMAo,木大妈反婚却拥护私有制，她自己未必不清楚私有制才是婚姻制根基，两者互为表里，但她腹黑啊，只通过反婚煽动女粉情绪，然后趁机把她自己的私欲和戾气掺杂进去，五分对五分错，很多人就难辨真假，一起捆绑销售给受众，她就得逞了，她要是那么无私把私有制的真相彻底撕开，她自己上哪蓄奴割韭菜去,女,上海,4,10/03/2020 06:30,0,,
3474,J1zF7smOR,"我还看到一个说自己妈是婚驴，不知道是不是反串的,她们甚至歧视她们妈妈",男,河南,0,12/05/2020 19:43,0,,
3475,HAowjyhty,哈哈哈之前在一个博主的评论里看见一个男的大骂“田园女权”，“极端女权”，然后那个博主问“那你为性别平等做过什么？”，他说“我分辨什么的是真女权，因为极端女权才是女权的最大敌人。”哈哈哈哈哈,女,河南,35,24/06/2019 16:43,0,,
3476,G6HjGCHwM,不管他是不想承担责任自杀，还是他觉得太愧疚而自杀，发生了这样的事而选择自杀，我第一时间想到的是咱们的娱乐圈，肯定也有很多很多人也做了一样的事情吧，吸毒出轨不用说，一点愧疚之心都没有还出来横行霸道，而娱乐圈的潜规则就更不用提了，性侵肯定也是大有人在的😔😔😔,女,其他,0,11/03/2018 21:22,0,,
3477,G6HjGCHwM,对，郑英俊就是放到现在也是理想型啊。一直以为他是演技派，却没想到他居然做了这样的事😔😔😔😔,女,其他,0,11/03/2018 21:18,0,,
3478,J3Rus9tw1,希望若干年后我可以为这个纪录片提供素材。另外给忧虑不婚晚年生活的姐妹提个新思路:从现在开始调整社交圈，如果生活里没有不婚朋友，可尝试把线上认识的不婚女权姐妹发展成现实好友，我个人是现实女性朋友都陆续结婚了，等她们生娃后能一起玩的时间的机会就更少了 ，所以开始勾搭同城不婚姐妹了,女,辽宁,7,28/05/2020 08:25,0,,
3479,J6BymwgBv,"对女儿的伤害是一种无意识的保护，无声的呐喊：“不要进入婚姻。”但大环境下，不进入婚姻“似乎”是一条更艰难的路，并且孩子基本上都给母亲带来了快乐和疗愈，所以母亲无法开口建议不要进入婚姻，这种无法言说，以伤害的形式传递给了女儿。,你不要对自己自责，生产过程的痛是刻骨铭心，但生育后身体会产生很长一段时间极大的、稳定情绪、带来快乐的激素，特别是看到孩子的时候，你都感觉得到带来快乐的这种激素在飙升，但在这种情况下仍然觉得育儿痛苦，甚至那么多现代才被承认的产后抑郁，是因为现实环境对女性为母太艰难了。我觉得很多母亲",女,其他,0,17/06/2020 16:23,0,,
3480,GacJYlWVZ,天哪，刚火起来，我还以为他是个好男人呢，果然人设不能信,女,安徽,10,02/04/2018 11:46,0,,
3481,IzsBtmpZ6,"最后，请将这些告知你的女权姐妹尤其是你的女儿，听不听是她的事，不要强迫。你做了该做的，一切后果自负，没有人为我们的人生负责，只有我们自己需要为我们的人生负责,就算已经去打了疫苗也不能不戴套，最安全的当然是不做。 这个病毒比较凶猛，小红书上有姐妹去新西兰打了HPV疫苗后来还是得了宫颈癌。 提示：HPV持续感染导致宫颈癌抽血查不出来，HPV病毒不通过血液传播而是上皮细胞，宫颈处有大量上皮细胞。 为数据准确不花冤枉钱，建议去正规三甲医院做妇科专项体检。,有性生活的姐妹除了要做常规体检，每年要做妇科专项检查，因为HPV持续感染导致的宫颈癌抽血查不出来，宫颈癌进展快致死率高越早发现越好。不戴套和性生活的年龄过于幼小最易感染，如在未成年时遭到性侵犯或有过不戴套经历的姐妹需要格外重视妇科专项体检。腾讯医典有，宫颈癌发病死亡率中国世界第一。",女,其他,1,22/03/2020 09:12,0,,
3482,IzsBtmpZ6,借楼，我们应重视：1高等教育和事业。 2属于自己那份财产和不动产继承权。 3养不起或不想生一定别生孩子，想生又养的起可单身生育不用结婚。4生育有死亡风险。5学门外语（如英语）和职业技能。 6不婚并且与异性保持安全距离，不和已有婚恋关系的异性交往。7在生活中和国内外女/男们交流增强社交能力。,女,其他,1,22/03/2020 09:08,0,,
3483,J1smJroTG,我说你骂了吗？你言语中指的不是极端女权？那些人没骂吗？你不觉得你的逻辑混乱矛盾吗  把别人的话故意曲解添油加醋就是你的逻辑？对每一条客观的评价 戾气都极重  你这样无解的,女,其他,0,14/05/2020 11:23,0,,
3484,J53SJ70Kc,还不是网上冲浪无需见面 想骂谁就骂谁 当面她肯定不敢骂你 指不定还很怂的喊你大哥,女,江苏,0,04/06/2020 12:18,0,,
3485,J45XNoEoB,我论文研究女权的表示大家对女权如此不友好真的很心寒,女,海外,4,29/05/2020 08:10,0,,
3486,IzUvmihCk,<username>我只是举个反例，按你极端的思维不是说什么都是错的了,男,北京,1,23/03/2020 12:30,0,,
3487,ID26le0w3,我们如何看待李星星的故事，是我们是否愿意抛开男权的话术与谎言，看到女性在迫于当下社会的各种男性权力以及话语的压迫下的挣扎与痛苦，脆弱与无力。这件事从来不存在任何反转，她是这件事从始至终的唯一受害者。,女,海外,0,13/04/2020 00:32,0,,
3488,J2XeR8rPn,可能他们觉得男的都要有爹味。。其实男性身上有女性特质是很有魅力的,女,其他,18,21/05/2020 15:50,0,,
3489,GrHUIn5T8,中国女权运动怎么就被制止了？为什么不能发？怕牵扯出什么吗？还是说要我们女人闭嘴？！,女,其他,1,29/07/2018 02:12,0,,
3490,J4vmTDdmM,内涵且反对随母姓都能女权了，反对一下就成女权鉴定师了，我服了，堕女胎也能女权，支持代孕也能女权,女,其他,2,31/05/2020 20:23,0,,
3491,HqsHfaCLU,"所以就活该被强奸？ 狗屁逻辑。 我要以为什么，不想就不能强迫，为犯罪者开拓洗白，你也是个“哈皮”。,姑娘得罪谁了！！？？",女,海外,0,22/04/2019 11:47,0,,
3492,J1qNh9Jsf,关键是这些网友大部分自己也是女性，过得也不如papi好，不知道这些群体哪里来的自信去指责papi以及其他女性,女,四川,0,16/05/2020 13:54,0,,
3493,ICgOUngDk,这一套搁在封建社会是有一定道理的，女的出嫁人身权都几乎没了，现在还这样。。。。。有这精力建议去工作多赚钱，实在不行养娃投资孩子也比讨好外人划算。,女,其他,4,08/04/2020 04:49,0,,
3494,J04co3YBT,清醒理智品行正常的女孩子，你大概不太了解她，她这样子好几年了呀,女,北京,20,03/05/2020 02:51,0,,
3495,IzBPU1oU9,侵犯女性的罪犯必须受到法律惩处，希望受害者早日走出阴影开始新的生活！,男,江苏,3,21/03/2020 13:09,0,,
3496,ID26le0w3,作为旁观者 我们只能观望，我们了解的可能只是冰山一角。别急着下结论，别用成年人的成熟的思维来指责这个女孩说话前后不一，别用网络评论再摧毁她一次，更何况她的心理已经遭到极大的摧毁，我们不能以上帝视角看待问题，而且这四年足够毁灭她内心对生活的希望,女,湖北,2,13/04/2020 12:10,0,,
3497,Ga3pi0s8T,其实说这种话的人压抑了很久，她内心是羡慕嫉妒恨呢。,女,上海,0,04/04/2018 21:51,0,,
3498,J1EyEumBx,"于是就得出了“我的Papi酱”？那我也觉得跟你讲那么多是白费力气,Papi酱的操作，跟恩和被禁言，没有证据证明是因果关系——这样总看懂了吧？你相信是一回事，事实又是另一回事。不能因为你觉得，就一口咬定事实如此,之前的被拉黑也可以的，为什么一定要限制在上热搜之后？,你怎么知道没有别人这么操作呢？她十几万粉，不可能从来没有别的地方留言,激进不就是极端的另一个表达吗？,Papi酱有没有操作我也不好说，可能有也可能没有。恩和也确实被网暴。但，所以呢？她一口咬定Papi酱网暴她，就太戏精了。",女,广东,1,13/05/2020 03:21,0,,
3499,J2kVl24WA,"可能引流介绍人去代孕有提成。那个燕公子我就是她给代孕写文案我觉得不对劲，拉黑的,毛毛本来就是这个性格，我从18年关注她，发现她就是硬刚，从来不服输。就算她有些观点表述激烈，但是蛮合我心意。女权要的是女人的权利。",女,湖北,4,17/05/2020 16:44,0,,
3500,FrREqlifD,我也懵了…我一直理解男同胞、女性当自强啊,女,北京,0,24/10/2017 16:53,0,,
3501,J1qNh9Jsf,我觉得整场大戏从开始到落幕，主角都是网友，papi酱只是资本用来操控网友找出的一个话题。我觉得最迷惑的是，papi酱根本没有更改过置顶，今天中午突然有营销号说papi酱更改了置顶，然后到了晚上就一群不明就里的人开始自我高潮……不论是女权还是路人都被狠狠利用了一波,女,重庆,23,12/05/2020 00:46,0,,
3502,H5k5k4jdq,心疼金莎姐姐都被她们骂了。打着正义的旗号，到处暴力人参别人。,女,四川,1,02/12/2018 20:34,0,,
3503,Gi6H4po1N,"但并不代表被侮辱和曲解。回应确是被“有心人”认为博取可怜，我确实无法理解。还有我认为“可怜”不分贫富，怜悯之心人该有之。,难道作为公众人物，理应被歪曲误会，连发博澄清都不可以？并不是你们认为的“装可怜还有对于环卫工人，社会的女性工作者倘若经期不舒服被人有所照顾，相信是99.9％的人不会反对的。但因为她是明星，她应该被别人消费，应该被别人多承受一点，我可以理解。,首先她没有不上，哪来没有职业操手？超哥说过每期1000多个小时，只剪成1个半小时。其中她淋了多少次，你们知道？我们只看到她被剪的一次被淋了而已。其次，是喷子先骂她玩不起，就不要玩。她回应当时情况相对之前比较难受，兄弟对她有照顾，并不是玩不起，她在里面跑了那么多季，经期下水已经多次！”",女,广东,0,01/07/2018 10:37,0,,
3504,IEUg4DQjI,他们自己也有母亲，以后也会有妻子，有50%的可能性会生女孩，怎么侮辱女性，真的太过分了。,女,浙江,0,25/04/2020 11:15,0,,
3505,IA6uJEjbf,"黑中，和黑韩一样low，全球黑子都是垃圾，都不分什么黑中黑韩，你懂吗?,你的逻辑很可笑哎，谁说中国女性没资格说这事儿了。你不仅逻辑有问题，连中文理解力也有问题。我说的是我们怎么看待这个事件，从这个事件中我们也可以自省，而不是偷窥狂欢!,<username> 韩国是说自己的事儿，自我揭露自我反省。中国吃瓜群众一副都是圣人君子样，还导出中国女性地位高，不觉得很搞笑吗?",女,海外,1,24/03/2020 22:39,0,,
3506,J5QKM5Mfi,原来如此！我终于明白了！以前对男的出轨，原配去打小三这种情形不明白，问室友为什么不去打男的或者分手？为什么不能是这个男的贱，骗了第三者呢？为什么都是女人，要去伤害女人？室友说我不懂，等你耍朋友就晓得了。切,男,四川,6,10/06/2020 00:45,0,,
3507,HB3tAtnSF,你说的轻巧 很多女拳也没有伤人 那不叫黑化 那顶多叫极端防护措施,男,海外,0,29/06/2019 18:40,0,,
3508,J5Pv5exXI,再进一步，跳出性缘关系的想象。母权社会主体是母女传承。想像母亲们（姐妹关系）带着她们的女儿们自由构建社会。至于性对象，就跟你说的一样，谁都不会管，没有压力，自愿分合,女,台湾,0,12/06/2020 02:20,0,,
3509,IEV8EkNYi,"现在男女对立太严重了,都不可取，但柯洁本人言论我普通女性看了都不舒服",男,其他,0,25/04/2020 09:48,0,,
3510,J4kh92nc8,当一个人堂而皇之地说mtf已经有了穿女装的权利时，ta就是一个liar，这不是事实，全世界mtf作为整体来讲真的已经获得这种权利了吗？这种说法跟男权的“中国男女已经很平等了”有什么区别？，无论极端还是温和，请不要扭曲事实，请不要做liar,男,福建,27,30/05/2020 19:23,0,,
3511,IEUg4DQjI,请你具体列出这句话里我如何双标了？请问你们定义女拳的标准是什么？因为不喜欢你们的话，所以就全部都是女权了吗？,女,北京,6,25/04/2020 09:35,0,,
3512,IEUg4DQjI,说人家女棋手赢了比赛是用了美人计，放了一张凸起图，实际上赢比赛和性别无关，和穿着无关，只和棋艺有关,女,北京,0,25/04/2020 08:31,0,,
3513,J4C5cDDvC,极端女权只是让女性不倒贴啊，没有要男性保障她们的生活，都是鼓励女性自己奋斗。老梁对她们误解好深,女,北京,2,01/06/2020 19:57,0,,
3514,J6Gyv99TM,不知道为什么有些国外的着作家很喜欢写女性不要拜金要追求真正的爱情,男,其他,6,15/06/2020 20:28,0,,
3515,J47aPoIgG,"我没有要吵架的意思，我只是想说，谁被压迫谁就会反抗，所以女生会说这个条款不能保护到女性。你们男生要是觉得对你们也不好也可以反对啊，男女本来有不同，我们的想法不能代表你们的。个人要在自己的位置发出自己的想法，没有农民代替工人发出抗议的，女生觉得对自己不利发出声音有错？,说什么营销号搞性别对立，你这不也是？还非要找家暴的……家暴的人他脸上写了吗？",女,广西,0,29/05/2020 12:40,0,,
3516,EsbkJ1Ohj,"反正吧，对人生风险没有客观评估的后果，就是承担不了任何风险，当风险发生的时候，一定会累及周边的。我能说什么呢？因为我爸有暴力倾向，而且属于那种只听得见自己声音的人，完全没法沟通，当然也和他早年的经历有关，反正他们讲述自己的故事让我理解他们我从小到大听一亿遍了。,再加上法律并不保障女性的家务和生育等量化，也没有绑定DNA那种每月扣给到孩子。于是我妈，就一直躯体化她的各种担忧、焦虑和抑郁了，我一边是小棉袄一边得承担她一不舒服我就暗示家里所有人都第一时间归罪于我拳头菜刀相向于我，同时被家族寄予高度期望，作为工具能活到现在奇迹来着。,每个人都有自己喜欢的生活状态，喜欢呆家里的主妇有自己爱好，读读书、品品茶的没啥不好，只要是踏实的。我妈本质上是一个居家型的女人，其实本身是没有问题的，只是她这人没有风险意识，心理承受能力低下，下岗对她冲击很大，不能理所当然地居家，于是焦虑抑郁和躯体化。,对对对，还有那什么这个主义，那个主义的，我呸，在我看来，只有一事一议，我管你什么主义，我只喜欢我喜欢的主意。那些所谓的口号和主义们，古往今来，哈哈哈哈哈！//<username> 一个反特朗普游行，用了一个女权的名字，马上国内就有人信这是女权运动。真是叶公好龙啊。,但凡是人，谁还没有点逆反心理啊？想控制人家，即便承认你说的也是事实的一部分，但是谁忒么愿意被控制啊？是老子就要给你反起来。谁想控制劳资，劳资就要和谁反起来。更别提还想利用人家影响力这种的了，阴兮兮的，我就最不爽这种了。那当然就来呀，互相伤害呀！,麻痹的，人家哪天想投身如火如荼的女权了是人家的事。我就看不顺眼这种踩在巨人肩膀上还要把人脑袋拧下来听自己的人了。妖怪吧？！就是想利用人家的影响力实现自己的目的呗。本来需要自己耕耘争取的，现在想通过这种方式，还不能自己察觉。是不是很可怕吧？简直是大魔鬼。,我自己当然也不是认可武志红的所有观点，又有谁和谁的观点能完全重合呢？对吧？尤其是他关于经济方面的瞎几把扯淡。那我不能绑架控制他说你是错的，我要把你的脑袋拧下来吧？我看很多女权吧，就是又从他那里在学到了，然后又想把人头拧下来，借人的影响力实现自己诉求。,人家又不是没强调自由，被很多本质上喜欢呆在家的母亲绑架了才是真的啊。生孩子的身心风险、职业风险评估那就是夫妻俩自己个儿商量的事情啊，很多女人就是在职场上不行不想不愿意啊，那她们愿意相夫有什么问题呢？有喜欢这种女人的男人啊，Why not？搭配啊！,人家说成长的一个客观规律和需要。正常本来也是三岁以后就去上幼儿园啊，其实外向点的孩子一两岁就去托儿所的多了去了，我身边就很多啊。看孩子的星盘也是棒棒哒啊。反倒是自己去作无限期延展到孩子无限大她都要呆在家的值得警惕，那是她的需求，不是孩子的，和武志红没关系。",女,其他,0,24/01/2017 02:21,0,,
3517,J2l9p15wg,最右女的？田园女权是啥？又要什么特权了？你们换个有点文化的人写文案行吗？就这几句被群嘲无数次的车轱辘话还拿出来现眼？//,女,其他,2,17/05/2020 22:04,0,,
3518,HjuXpaRaC,"这件事尚无定论，不用急着说男性受到了迫害吧。再正确的运动都不可避免地会伤及无辜，社会主义的探索过程还要走一些弯路呢。你给女权运动搞了个这么高的标准，本质上就是在不断打击女性争取正当权益的可能，坏的要死,吃饭还会噎着呢，你要饿死？",女,其他,0,06/03/2019 09:56,0,,
3519,IBVbZ50Ci,以我周围的亲友看去，恋爱史多的人（不是滥情），结婚后反而稳定，恋爱史少的人，甚至跟初恋结婚的，反而离婚的多，是因为恋爱经历多了，所以明白自己适合怎样的配偶，更会处理感情的问题吗？或许什么都需要经验教训吧。当然一家之言不一定对。可是现在人还是对女子有偏见，看不惯女子恋爱多或婚前同居,女,天津,3,05/04/2020 17:02,0,,
3520,J5J65jygg,正经的和微博的还是有差别的。不过现在似乎正经的基本都叫男女平权了，这个我目前还没有在微博遇到过，很多人太偏激了,男,其他,0,08/06/2020 23:54,0,,
3521,G6HjGCHwM,有什么值得同情的，受害人鼓起勇气揭发了他，他害怕得到制裁，就自杀了？考虑过自己老婆孩子吗？考虑过受害者多痛苦吗？有什么可死者为大、逝者已矣的？死的活该，败类,女,海外,175,10/03/2018 10:19,0,,
3522,J2nCKqAKC,"我之所以跟你在这里说这些，证明我还有良知，如果是那些没有良知的，合不合法关他们什么事，结婚就是了，女孩无辜跟他们有什么关系，结婚有了孩子还是去外面找男人乱交，你有办法吗？我之所以这样说，合法了有良知的同志不会选择再去找女孩，既然法律都允许了父母也就会变得开明一些，你自己想想吧,父母以死相逼，你怎么选择，你不结婚他们就自杀，就是这么极端，我还是坚持最久的，如果今天合法，我今天就可以出柜，遇到合适的同性就结婚，遇不到就养父母终老，等自己老了就去养老院，不拖累任何人，不需要孩子，也不想养孩子，这就是多数同志的心声，不了解这个圈子就不要妄加评论，同志不等于代孕,身边很多被逼婚的同志，如果合法他们都不会选择去伤害一个陌生无辜的女孩，当你真正了解这个圈子，你才会发现有多黑暗，同志婚姻合法了，人才能迈出下一步，不合法就是空谈,至少可以减少很多不是吗，并不是所有人都想要孩子，但没有孩子又和目前的社会现状矛盾，中国老龄化严重，鼓励二胎也是为了多生育，太难了",男,其他,0,24/05/2020 09:26,0,,
3523,J2nCKqAKC,为什么骗婚，还不是社会不允许同志合法，如果同志婚姻合法、真正选择去伤害一个陌生女孩的同志除了禽兽我想不会有几个吧，这才是最基本的问题，并不是所有的同志都想骗婚的，不合法就没有办法去说服家人，这才是最根本的问题,男,其他,0,24/05/2020 00:23,0,,
3524,J5fIjyF3F,"小倔驴是某女的男朋友给的爱称,不过看她别的视频乐一乐也没事",女,其他,0,05/06/2020 18:22,0,,
3525,J40o5xMt8,彩礼这是本来就很jb扯 拿的少说活该被婆家不重视活该被看不起,女,四川,2,28/05/2020 14:38,0,,
3526,ID26le0w3,我看到的是一个经典重度性侵受害者，不光身体被伤害，精神和人格都开始扭曲变形，亲近伤害自己的人，欺骗帮助自己的人，这个女孩的人生刚开始，但是真的被毁的差不多了。说这样的女孩是故事会型人格的人还有人性么？！,女,北京,15,12/04/2020 23:26,0,,
3527,J0pj5eV7g,人身攻击的言论没法看。不看，该怎么做怎么做。反正作为女人，张嘴和闭嘴都没什么好话听。,女,黑龙江,0,04/05/2020 21:34,0,,
3528,IzLu5wzF9,构建对女性友善的环境，这本身在男权社会是很难办到的，因为所有女人都被割裂处于孤立状态，所以女人的团结太重要了，比如各种女性论坛，职业女性互帮互助，当年真正发挥作用的妇联等等,女,其他,0,22/03/2020 12:51,0,,
3529,GbrWWz717,"我觉得这件事的关键在于，明知道是个色狼，还要去。去了，即使没有同意书，也可以说老娘不脱，走人,所以他找她拍照，她可以不去啊",男,山东,1,10/04/2018 17:33,0,,
3530,HqsHfaCLU,婚内出轨是肯定的，是不是强奸要看证据，俩人力量悬殊如果激烈挣扎女的身上不可能没有痕迹，如果没有挣扎只是口头抗拒那就没法定了。看女的表现当时并不想报警，是朋友多事叫来警察事情才闹大了。她现在要么说自己被强奸要么就成了邓文迪，她可怎么选？让朋友坑了。,女,其他,0,20/04/2019 17:36,0,,
3531,HcR49vdYn,小三再不值得同情，睡完之后送进监狱，会不会太不厚道？,女,北京,6,20/01/2019 23:59,0,,
3532,Fre7sCqrk,女性被轻视，男性被苛责，这就是还需要我们继续努力的社会 ——《论男权遗毒害了多少人》,女,北京,0,10/05/2018 11:18,0,,
3533,I0lrrwYk1,什么极端女权，她一个人拿了所有的东西，哪怕一件男的都没帮她拿，你们很我说这合理吗？哪怕拿一件啊，你一个百万博主这都看不清，失望透顶。,女,广西,1,03/08/2019 11:45,0,,
3534,G9awzE1PB,"能真正、彻底做到保护好女性的权益后再说。现在这种鬼环境下要些彩礼是必须的。,作者是男性",女,其他,1,26/03/2018 20:12,0,,
3535,IxpfTCMAo,话是没错，但婚姻加强了私有制，废婚是蓄不成女奴的，在人人废婚的社会中无论什么制度都很难维持婚霸权,女,其他,3,10/03/2020 11:35,0,,
3536,IssVpz87o,七八年前我一邻居男的失踪，数月后雪化开他尸体在镇子外数公里的荒野出现。警察断此人恍惚中走丢冻死的。他是唯一因家暴找到妇联的男人，还是亲属带他去，老婆找到妇联他又啥都不敢说乖乖回家，听人说老婆用钳子夹他皮肉等各种虐，一次被勒死过去抢救来的，好好一个人变神神叨叨，手机铃响就害怕，可怜,男,内蒙古,3,03/02/2020 12:32,0,,
3537,J1qzwl6UG,李小璐这个很正常吧 离婚之后拥有孩子抚养权改名字，你周围难道没用离异家庭母亲拿到抚养权给孩子该名字的吗？李小璐有什么牛逼的,女,其他,0,11/05/2020 17:54,0,,
3538,G2BtV1Kfu,当女性无缘无故地被施暴者伤害，求助无门的时候，你怎么不站出来讲话？谴责又在哪里？那难道不是对女性的仇恨？,女,海外,111,11/02/2018 13:33,0,,
3539,Hz8EjrViS,"我说的是男网警和苍井空那事损害警察形象，不知道为什么你会扯到同性荡妇羞辱更厉害，很莫名其妙,她是她，我是我啊,网络上普通网友相互辱骂是常事，辱骂损害的是自己的形象，各地网警披着官皮代表的是警察形象，在其位谋其职，你懂我的意思吧？另外同性更过分你根本没有数据证明，只是你自己的感受,单纯体力搬运工看过数据女性可以占40%，女性建筑业技术工才是少的，说没有女搬运工你是没下过工地吧，另外国家虽然规定女性不能下矿，但实际有很多女矿工但属于黑工没劳动法保障的",男,浙江,0,16/06/2019 23:20,0,,
3540,J1zF7smOR,我是女权和平等的了解是【女性拥有平等的机会，待遇以及选择上的自由】若她选择当家庭主妇，这个选项应当被尊重。若她愿孩子随夫姓，这个意愿也必须被所有人尊重。,女,海外,1,12/05/2020 14:24,0,,
3541,IaQzCu8MG,姐妹你应该告诉他就算是真的绿了也不可以杀人。生命权是最最最基本的人权，如果“被绿了”可以作为同情杀人凶手的理由，那这社会吃枣药丸,女,北京,6,10/10/2019 16:50,0,,
3542,FkIH88sjT,大概看阶级吧。虽然你们老说田园比真女权多，但我首页基本没有田园，全是女权……,女,其他,1,08/09/2017 17:10,0,,
3543,GCZTii4w6,想要得到别人更多的支持，是需要自己去经营的，没有人欠你的，非要听你的安排。作为公众人物表面上发声已经是很大的支持了，毕竟这些人都有粉丝，粉丝也会支持。你还非要给你搬个奖。这个姐姐有点极端,女,海外,1,09/10/2018 06:25,0,,
3544,J4iXen97v,别说女权被污名化，我去年还不知道女权是什么，都不知道这个存在，在QQ群指责一男性发关于猥亵幼女漫图的时候，居然一个女的站出来说我小题大做,女,其他,0,30/05/2020 19:04,0,,
3545,IClRliLgs,"不管什么时候，没价值的永远没有话语权。工作不就是在争取吗？没有话语权，说话谁会听？我觉得咱们对待价值这个词的定义有分歧。不为迎合谁，只为自己。,你这是什么思路？？？提高自身价值就是为了迎合男性？？？那男性提高自身价值为了迎合谁？提高自身价值才能更好的活着，更有话语权。",女,河南,1,08/04/2020 22:18,0,,
3546,IA1a6vy81,帮助女孩讨公道，不要以自己被性伤害为耻，是多么多么重要的事情，但是这些好像常识一样的东西就是会困住女孩,女,湖北,0,24/03/2020 20:17,0,,
3547,J5Pv5exXI,"。。。。我也是单女不想结婚的人谢谢。,我从来没觉得现在就是平权社会，而是男权社会，而女权，就是把这些本来该平权的权利夺回来达到真正的平权，而不是像现在这样的特权社会。,所以女权难道是要给女性争取特权的意思？",女,天津,0,12/06/2020 13:21,0,,
3548,J5Pv5exXI,我一直觉得女权就是平权，因为现在根本就没有达到平权，而是男权社会。难道不是吗？,女,天津,1,12/06/2020 03:05,0,,
3549,J6Gyv99TM,高中的时候看了一毛姆的短篇小说集，里面的女性角色形象要不是狭隘愚蠢的，要不就是精于算计的，只有一个正面的女性角色，还要求她“无私奉献”“放弃自我”，从那个时候就特别讨厌毛姆。,女,山西,8,15/06/2020 08:08,0,,
3550,IEVkDtLas,他是删了一些微博的，他嘲讽别人生孩子下蛋，好吧，有人说是情商低。删掉的微博里说一百四十斤的女生是坦克，给支援武汉的女护士捐卫生巾被说是出拳，输了比赛说人家女棋手不穿内衣美人计。我真没看出来他尊重普通女性,女,浙江,10,25/04/2020 11:14,0,,
3551,H5k5k4jdq,"嗯嗯，是的，她只顾着各种DISS，完全忘了自己配不配。,之前我看到有人骂女权可难受了，又没错，为什么要骂，现在我知道了……不是每个人都在真心的正常的支持女权，还有人利用女权营销微博想红，或者作为发泄口，已经偏激到伤害人了，怎么可能没人骂？",女,其他,0,04/12/2018 22:09,0,,
3552,Hxx50hDkD,"还有 同工同酬只在毛爷爷时代出现过 随着改革开放 这种工作上的性别歧视越来越严重 就是因为女性要生孩子 而资本家不愿分摊这种社会成本,姐妹？认真的吗？同工同酬？你去看下招聘会 限制性别的有多少？我们从起点就没有同工同酬了  上升渠道也很窄,集体歧视概率不大？种族歧视够集体了吧？没有发生？事不关己高高挂起？雪崩的时候 没有一片雪花是无辜的,姐妹 希望生女孩是因为啥？大多会回答你 因为压力小吧 为啥压力小 因为不用买房子了 因为是女生 所以不用买房子 这不是歧视吗？我不知道你结婚了没有 我身边结婚的人 都会说 如果怀孕 就生个男孩 生了男的就不用再生了 这不是歧视吗？,婚后财产共有我也支持  为什么你会觉得女性地位高呢？如果高的话  现在还在人为选择出生性别？男女出生比例是多少 你可以自己查一查",女,山西,1,05/06/2019 23:10,0,,
3553,G6HjGCHwM,"你要这么抬杠的理解我没办法。但是你说到国内明星睡别人，但那也是他和路人你情我愿的睡。,这都能扯到中国？？？我国明星好像没有像这位去骚扰女学生吧。",男,海南,0,10/03/2018 13:06,0,,
3554,J45XNoEoB,"看看这人还来评论里呛我，多读读书，了解一下，女权主义的名词解释再来说好吗？这条微博我通篇没有抨击任何一个人，只是申明我的主张，并且说了，不顺眼你拉黑我，非要来当跳梁小丑的，我只能挂出来了，当代教育这么落后了？,我认为的女性权益，最重要的是有选择权，女性可以选择做家庭主妇，也可以选择在职场工作 但是社会不可以歧视自愿选择任何生活方式的女性，家庭主妇要被尊重，职场女性要同工同酬 这些都做到了吗？社会现像都不了解，就一个劲喷喷喷，键盘钢琴师吧",女,广东,22,29/05/2020 04:05,0,,
3555,J45XNoEoB,自由选择权本来就属于女性应有的权利，尽是编出一些，田园女权，女拳等词汇来恶意泼脏水,女,广东,5,29/05/2020 03:49,0,,
3556,IAB9NxgCt,经常因为女性的境遇难过，觉得自己有生之年等不到男女真正平等的那一天了。但是又想，我们走在通往平等的路上，这是无法改变的事实，即使我等不到，我也永远为最终将会到来的那一天高声喝彩。,女,广东,2,27/03/2020 23:34,0,,
